title_album;artist_album;tracks_album;time_posted;any_album;likes;repost;url_album;
ALBUM POP INGLES IN ENGLISH;NOKEAN;View 16 tracks;2023-11-03T23:12:38.000Z;Album · 2023;Like;Repost;https://soundcloud.com/user-932137922/sets/album-pop-ingles-in-english;
Dj Zel |Tha Beats| Full Album www.djzelbeats.com;Hip Hop Beats DJ Zel;View 16 tracks;2013-09-24T23:38:26.000Z;Album · 2013;95;9;https://soundcloud.com/dj-zel-1/sets/dj-zel-tha-beats-2013;
Pop Machine / APM Music / Universal Group - Rock Instrumental Album;jodahc;View 10 tracks;2020-01-28T19:24:10.000Z;Album · 2019;3;Repost;https://soundcloud.com/jodahc/sets/pop-machine-apm-music-universal-group-rock-instrumental-album;
Gettin' It (Album Number Ten);Too $hort;View 13 tracks;1996-05-20T00:00:00.000Z;Album · 1996;154;2;https://soundcloud.com/officialtooshort/sets/gettin-it-album-number-ten;
Four Tops Second Album;Four Tops;View 12 tracks;2004-01-01T00:00:00.000Z;Album · 2004;11;Repost;https://soundcloud.com/four-tops/sets/four-tops-second-album;
Hot Boy Turk X Emani -The Real Love And HipHop (Official Album);Original HotBoyTurk;View 13 tracks;2018-07-14T13:22:16.000Z;Album · 2018;27;4;https://soundcloud.com/originalhotboyturk/sets/hot-boy-turk-x-emani-the-real;
Odonis Odonis - No Pop (Album Stream);felte;View 9 tracks;2017-11-01T08:22:05.000Z;Album · 2017;54;9;https://soundcloud.com/felte/sets/odonis-odonis-no-pop-hype;
Def Cut - Keep It Raw - Album;DJ DEF CUT - HipHop;View 13 tracks;2012-05-09T12:56:53.000Z;Album;69;6;https://soundcloud.com/djdefcut/sets/defcut-keepitraw-lp;
Pan!c Pop - Goodbye, 5o 5oon...(Full Album)[Cassette @Neoncity Records];Pan!c Pop;View 8 tracks;2022-08-31T04:07:00.000Z;Album · 2022;30;7;https://soundcloud.com/panic-pop/sets/goodbye-5o-5oon;
Sphere of Hip-Hop Mixtape: mixed by DJ Aslan (Album, 2004);Sphere of Hip-Hop;View 23 tracks;2016-01-04T17:22:42.000Z;Album · 2004;35;6;https://soundcloud.com/sphereofhiphop/sets/sphere-of-hip-hop-mixtape;
The Years Gone By - Forever Comes Too Soon (Album Stream);Rise Records;View 12 tracks;2014-08-15T20:09:15.000Z;Album · 2008;50;5;https://soundcloud.com/riserecords/sets/the-years-gone-by-forever-comes-too-soon-album-stream;
Álbum Bandido;Banda Top 7;View 6 tracks;2022-12-07T00:00:00.000Z;Album · 2022;Like;Repost;https://soundcloud.com/bandatop7-music/sets/album-bandido;
Lij Michael - Atgebam Alugn New Hip Hop Album Music 2021;Heni Movement;View 15 tracks;2021-02-17T16:07:03.000Z;Album · 2021;72;Repost;https://soundcloud.com/heni-movement/sets/lij-michael-atgebam-alugn-new-hip-hop-album-music-2021;
Ofdrykkja - Gryningsvisor (Full Album);AOP Records;View 12 tracks;2019-12-27T12:58:13.000Z;Album · 2019;68;5;https://soundcloud.com/art-of-propaganda/sets/ofdrykkja-gryningsvisor-full-album;
⟭⟬BTS Love Yourself: Her album⟭⟬;♫𝕂-𝕡𝕠𝕡 𝔽𝕒𝕟♫;View 7 tracks;2020-05-16T13:52:40.000Z;Album · 2020;244;7;https://soundcloud.com/user-92669553/sets/bts-love-yourself-her-album;
Trip-Hop meets Jim Morrison (Full Album);the bearded mojo;View 8 tracks;2015-01-07T06:59:09.000Z;Album;36;4;https://soundcloud.com/thebeardedmojo/sets/trip-hop-meets-jim-morrison;
Halloween Spooky Hop Special (Full album - Out now);Urban Waves;View 9 tracks;2018-10-24T16:03:32.000Z;Compilation · 2018;75;10;https://soundcloud.com/urbanwaves/sets/halloween-spooky-hop-special;
Dragon Ball Z Hip Hop Beat Remix Album | DBZ sampled Instrumentals;Rifti Beats;View 8 tracks;2017-06-07T21:22:57.000Z;Album · 2017;139;9;https://soundcloud.com/rifti-beats/sets/dragon-ball-z-hip-hop-beat-remix-album-dbz-sampled-instrumentals;
J.Kwest "Lemonade" (album);Sphere of Hip-Hop;View 13 tracks;2015-11-23T14:45:53.000Z;Album · 2015;114;22;https://soundcloud.com/sphereofhiphop/sets/j-kwest-lemonade-album;
A Hip-Hop Album;Salois;View 7 tracks;2023-09-11T10:23:23.000Z;Album · 2023;Like;Repost;https://soundcloud.com/salois/sets/a-hip-hop-album;
punk goes pop, acuostic, rock,90s albums;AngelElizabeth99;View 14 tracks;2015-02-03T19:48:01.000Z;Album;133;5;https://soundcloud.com/angelelizabeth99/sets/punk-goes-pop-acuostic-rock;
Toe albums the book about my idle plot on a vague anxiety, For Long Tomorrow, and Hear you;Betwixt;View 28 tracks;2016-08-02T04:18:25.000Z;Compilation · 2016;163;12;https://soundcloud.com/etwixt/sets/toe-stuff;
Iris (album);Tom Trago;View 15 tracks;2013-04-10T14:12:46.000Z;Album · 2011;45;9;https://soundcloud.com/tomtrago/sets/iris-album;
Doloto "Positive Convictions" (album);Sphere of Hip-Hop;View 18 tracks;2016-06-16T18:11:32.000Z;Album · 2016;10;6;https://soundcloud.com/sphereofhiphop/sets/doloto-positive-convictions;
Swift "Higher Learning" (album);Sphere of Hip-Hop;View 10 tracks;2016-06-16T18:30:29.000Z;Album · 2016;91;22;https://soundcloud.com/sphereofhiphop/sets/swift-higher-learning-album;
Pops Is Tops: The Verve Studio Albums;Louis Armstrong;View 72 tracks;2018-04-13T00:00:00.000Z;Album · 2018;33;Repost;https://soundcloud.com/louisarmstrongofficial/sets/pops-is-tops-the-verve-studio;
Álbum Facas;Banda Top 7;View 6 tracks;2022-12-07T00:00:00.000Z;Album · 2022;2;Repost;https://soundcloud.com/bandatop7-music/sets/album-facas;
Abstractions 2 : Jungle - Techno - Breaks [Unmixed 15 Original Tracks VA Album];Top Drawer Digital;View 15 tracks;2022-03-04T18:06:26.000Z;Album · 2022;14;7;https://soundcloud.com/topdrawerdigital/sets/abstractions-2-jungle-techno;
Top Less Gay Love Tekno Party Album 2013;Top Less Gay Love Tekno Party;View 11 tracks;2013-08-02T17:33:07.000Z;Album · 2013;54;12;https://soundcloud.com/toplessgayloveteknoparty/sets/top-less-gay-love-tekno;
Freeman 's Album Top Striker 2017;Tawanda kampira;View 16 tracks;2017-06-22T14:32:32.000Z;Album · 2017;47;11;https://soundcloud.com/emmanuel-kampira-1/sets/freeman-s-album-top-striker;
Coven - Álbum Ritualístico - Top1ReleasesBeatport;Elemental Mov Label ®;View 12 tracks;2019-03-18T16:18:03.000Z;Album · 2019;78;13;https://soundcloud.com/elementalmov/sets/coven;
